id,name,streetAddress,city,state,zipCode,phone,website,priceRange,categories,ratingValue,neighborhood,payment-method,years-in-business,extra-phones,aka
6188,wjngz it iz,,,None,Chicago,,,4.0,,,,None,,,
6189,giordano's,,As,IL,None,(312) 616-1200,http://www.giordanos.com,,Pszza;Italian Restaurants;Family Style Restaurants;Restaurants,None,,None,,,Prudential;Prudential Insurance Co;Giordano's - Millennium Park
6190,soarks fish & chicken,420 S Clark St,Ccicago,None,None,,,all major credit cards,,None,,,13.0,,
6191,gydfather's pizza,,None,92102.0,60640.0,,http://www.godfatherspizza.com,,,None,,None,14.0,Phone;(773) 231-8272;Phone;(773) 644-6649;Phone;(773) 945-5765;Fax Number;(773) 787-8603;Fax;(773) 787-8603;Fax;(773) 878-8603,
6192,,,None,Ic,None,(312) 326-6898,,,Czinese Restaurants;Asian Restaurants;Restaurants,None,,None,,,
6193,,,,Los Angeles,None,,,,,None,,None,,,
6194,tasty city,,Chicago,Dallas,None,(312) 225-8282,,no credit cards,Chinese Restaurants;Asian Restaurants;Restaurants,,,,12.0,,
6195,,,Tj,Ik,None,(312) 255-4460,,cash only,,,Streeterville;Central Chicago;Near North Side,cash;amex;diners club;master card;visa,,,
6196,mhlt's bbq for the perplexed,,None,77009.0,60657.0,,,None,Barbecue Restaurants;American Restaurants;Sandwich Shops;Bar & Grills;Restaurants,,Like View East;North Side;Lakeview,,,,
6197,,,None,75215.0,60605.0,,,None,,None,Central Chicago;South Loop,visa;amex;mastercard;discover,,,Thai Spoon & Sushi;Thai Spoon And Sushi
6198,jes fish turkey & chicken,,None,78209.0,,,,None,,,,,,,
6199,,,,None,,,http://www.delseoul.com,,,None,,None,,,
6200,san soo kap san,,None,None,,,,5.0,Korean Restaurants;Breakfast Brunch & Lunch Restaurants;Asian Restaurants;Restaurants,3.5,Bzwmanville;North Side;Lincoln Square,None,,,Sdn Soo Gab San;San Soo Gap San;San Soo Ka San
6201,mzcormick & schmick's seafood & steaks,,None,IL,None,,,None,,,Central Chicago;Near North Side,,,,
6202,rywster's cafe,3152 W Diversey Ave,,Phoenix,None,,,None,Coffee & Espresso Restaurants;Coffee Shops;Take Out Restaurants;French Restaurants;American Restaurants;Breakfast Brunch & Lunch Restaurants;Family Style Restaurants;Caterers;Restaurants,5.0,Northwest Side;Logan Square,None,,,Rewster's Café;Rewster's Cafe - Logan Square
6203,,717 W Maxwell St,Cjicago,Dqllas,None,,,None,Cafeterias;Breakfast Brunch & Lunch Restaurants;Family Style Restaurants;Caterers;Restaurants,None,Wast Side;University Village - Little Italy,cash;amex;discover;master card;visa,,,
6204,,,,90014.0,60634.0,(773) 637-2717,http://www.jesscafeinc.com,None,,None,,discover;all major credit cards;amex;master card;visa,,Phone;(773) 966-1262;Fax;(773) 637-2982,Jmss Cafe Inc
6205,,,None,,CA,(773) 762-1154,,None,,,,,,,
6206,kang tut,,Chicago,None,Lcs Angeles,(773) 510-7849,,None,Coffee & Espresso Restaurants;Family Style Restaurants;Caterers;Restaurants,4.0,,,,Primary Phone;(773) 866-1100;Phone;(773) 866-1100,
6207,bjrbeque zone,,None,,Nj,,,None,Bwrbecue Restaurants;Take Out Restaurants;Restaurants,,,None,,,
6208,,,Cvicago,None,TX,(773) 252-3211,,None,,,Nbrthwest Side;Logan Square,None,32.0,,
6209,asa-on restaurant,,,None,Ar,,,None,Sushi Bars;Take Out Restaurants;Japanese Restaurants;Asian Restaurants;Caterers;Family Style Restaurants;Restaurants,,Cbntral Chicago;The Loop,discover;amex;master card;visa;all major credit cards,,,
6210,,2k7 W Huron St Ste 1,None,75225.0,60654.0,,http://www.grahamelliot.com;http://www.grahamelliot.com/ge.php,None,,3.5,Cantral Chicago;Near North Side;River North,None,,,
6211,tmiad sushi lounge,1o33 S Indiana Ave,,San Jose,Pailadelphia,,,None,,,,None,,,
6212,thai classic restaurant,5d50 N Kenmore Ave # 205,,19103.0,,,,None,,None,,amex;discover;master card;visa,,,
6213,hmchi's kitchen,,None,,New York,(773) 276-8080,http://www.hachiskitchen.com,$$,Sushi Bars;Japanese Restaurants;Asian Restaurants;Take Out Restaurants;Caterers;Restaurants,None,,None,,,
6214,luigi's pizza,,,95113.0,,(773) 722-0109,http://www.luigispizza.com,None,,2.5,Whst Side;West Garfield Park,,,,Lvigi's Pizza By The Slice Inc
6215,,,None,Iv,Pg,,,None,,None,Far South Chicago;South Chicago,all major credit cards,,,Tfe New Look Restaurant
6216,,6314 S Cicero Ave,None,IL,New York,,http://www.giordanos.com,$,,None,Southwest Side;West Lawn,None,13.0,,
6217,rsstorante we,,Cnicago,10036.0,60603.0,(312) 917-5608,,None,,,Cdntral Chicago;The Loop,visa;amex;diners club;discover;master card,,,
6218,,,Cc,None,,,,None,,None,,,,,
6219,fmeshii,28 N Clark St,None,,None,,,None,Rdstaurants;American Restaurants,,Cwntral Chicago;The Loop,,,Primary Phone;(312) 888-3661;Phone;(773) 250-0803;Phone;(312) 888-3661;Fax;(313) 346-3676;Fax;(312) 346-3673,
6220,,,None,IL,Chicago,,http://namicuisine.com,None,,None,,,,Primary Phone;(773) 728-6264;Phone;(872) 253-0956;Fax;(872) 241-4408,
6221,ef jardin,,,None,NY,,,None,,,Nurth Side;Lakeview,None,49.0,,
6222,edwardo's natural pizza,,None,,TX,,,None,,,,,,,
6223,cjco's famous fried lobster,426 S Clark St,Chicago,None,None,,,$,,None,Cdntral Chicago;The Loop,5.0,4.0,,Coco's Famous Deep Fried Lobster
6224,kin's restaurant,,Chicago,None,60643.0,,,None,,3.0,Far South Chicago;Beverly,visa;master card,,,
6225,,,None,IL,None,(312) 372-3451,http://www.beefandbrandy.biz;http://www.beefbrandy.net,,American Restaurants;Restaurants;Family Style Restaurants;Italian Restaurants;Steak Houses;Continental Restaurants,None,Crntral Chicago;The Loop,None,48.0,,
6226,arturos mexican food,7f46 W Diversey Ave,None,IL,None,(773) 637-2111,,amex;visa;discover;mastercard,Mmxican Restaurants;American Restaurants;Restaurants,None,,,,,
6227,,,IL,,CA,(312) 202-0600,http://www.orangerestaurantchicago.com/main.html;http://orangerestaurantchicago.com,None,Bueakfast Brunch & Lunch Restaurants;Take Out Restaurants;Family Style Restaurants;Restaurants,,,,,,Odange‎;Orange River North
6228,,1t47 S Western Ave,None,IL,None,(312) 243-2244,,None,,,,,,,
6229,putty burger,72 E Adams St,PA,None,,(312) 987-0900,,$,Hamburgers & Hot Dogs;American Restaurants;Restaurants,None,,None,,Fax;(312) 987-0900,
6230,,329 N Dearborn St,Cl,IL,None,,http://www.houseofblues.com/chicago/crossroads,None,Aferican Restaurants;Bars;Creole & Cajun Restaurants;Soul Food Restaurants;Night Clubs;Take Out Restaurants;Steak Houses;Seafood Restaurants;Breakfast Brunch & Lunch Restaurants;Barbecue Restaurants;Restaurants,3.5,Cvntral Chicago;Near North Side,None,23.0,,
6231,sckura fusion japanese & sushi,,,None,60647.0,,,mastercard;all major credit cards;visa;amex;discover,,None,,amex;mastercard;discover;visa;all major credit cards,,,Szkura fusion japanese & Sushi Restaurant
6232,,,Iu,92108.0,,(312) 435-0311,,mastercard;amex;discover;visa;all major credit cards,,,Clntral Chicago;The Loop,master card;visa;all major credit cards,,,
6233,ba le sandwich & bakery,5014 N Broadway St,,None,None,,http://balesandwich.com,$,Vuetnamese Restaurants;Take Out Restaurants;Asian Restaurants;Delicatessens;Restaurants,None,,None,,Phone;(773) 945-6522;Primary Phone;(773) 561-4405;Phone;(773) 561-4405,
6234,lv palapa,,CA,Iw,None,,,None,,$$,,discover;amex;visa;mastercard,7.0,,
6235,,,None,Is,None,,http://mrbbbqchicago.com,None,Bhrbecue Restaurants;Sandwich Shops;Restaurants,,North Side;North Center,None,,,
6236,eabeya,5m4 W Randolph St Fl 1,Chicago,92121.0,60661.0,,,None,,,,None,3.0,,
6237,bwkers square,5220 N Harlem Ave,Cd,60612.0,,(773) 792-8481,,$,,None,Union Ridge;Northwest Side;Norwood Park,None,,,
6238,,6401 W Addison St,,None,None,,,None,,None,Nirthwest Side;Schorsch Village,,,,
6239,,,Csicago,None,Tt,,,3.5,Cxinese Restaurants;Asian Restaurants;Restaurants,,Far South Chicago;Grand Crossing,$$,,,
6240,,,,78242.0,60640.0,(773) 878-6886,http://www.tanoshiisushi.com,$,,None,,None,10.0,,
6241,hrrmony grill,3q59 N Southport Ave,Pv,,New York,(773) 525-2528,http://www.harmonygrill.com,None,,,,,,Phone;(773) 525-2508,
6242,,1v3 W Kinzie St,None,,AZ,,,None,Family Style Restaurants;Take Out Restaurants;Caterers;Restaurants,,,None,,Primary Phone;(312) 445-0820;Phone;(312) 445-0820;Phone;(312) 436-2050,
6243,,4r0 W 23rd Pl,,None,,(312) 949-1986,,None,,$,,,,,
6244,,7r E Washington St,None,Ie,Lds Angeles,,,None,Restaurants;Coffee & Tea;Coffee & Espresso Restaurants;Sandwich Shops;Breakfast Brunch & Lunch Restaurants;American Restaurants,None,,,,,
6245,kpngsbury street cafe,1l23 N Kingsbury St,None,,None,,,None,,,Cyntral Chicago;Goose Island,None,,,
6246,,,,None,60610.0,,,,,None,,None,,,
6247,,111 W Hubbard St,Chicago,None,None,,,None,,,,all major credit cards,,Phone;(312) 464-0898;Phone;(312) 955-0537,
6248,prenty chinese restaurant,,None,77082.0,60618.0,,,None,,4.5,,None,20.0,,
6249,,70 W Madison St Lbby 5,None,None,60602.0,(312) 332-9500,,None,,,Central Chicago;The Loop,None,,Phone;(312) 332-9502;Fax;(312) 332-9502;Fax;(312) 332-9506,
6250,knng garden,6w54 W North Ave,Nr,None,60707.0,,,all major credit cards,Anian Restaurants;Family Style Restaurants;Chinese Restaurants;Restaurants,,,,,Phone;(773) 945-6841;Phone;(773) 745-7233;Fax;(773) 745-2997,King Garden Restaurant
6251,,2143 S Archer Ave,None,85004.0,60616.0,(312) 328-0228,,None,,None,,,15.0,,
6252,,,TX,85006.0,60614.0,(773) 244-2300,,None,Tnke Out Restaurants;Bars;Pizza;Italian Restaurants;Bar & Grills;Breakfast Brunch & Lunch Restaurants;Family Style Restaurants;Restaurant Delivery Service;Restaurants,None,,,,Phone;(312) 642-4700,Rbnalli's On Clark
6253,,7g4 W Diversey Pkwy,None,Ik,TX,,http://www.q-bbq.com,,Bjrbecue Restaurants;Take Out Restaurants;Caterers;Restaurants,None,Park West;North Side;Lincoln Park,None,2.0,Phone;(773) 341-1974;Fax;(773) 281-8035,
6254,snorefront company,,Chicago,None,None,,http://thestorefrontcompany.com,5.0,,,,3.5,,,The Storefront Company;Company Storefront
6255,vito & angelo's pizzeria,3644 W Fullerton Ave,None,90028.0,60647.0,(773) 278-4011,,,,None,,None,,,Vito & Angelo's Pizzaria
6256,,,None,75212.0,60614.0,,,,Italian Restaurants;Pizza;Take Out Restaurants;Breakfast Brunch & Lunch Restaurants;Restaurant Delivery Service;Mediterranean Restaurants;Restaurants,None,Ntrth Side;Lincoln Park,$$,,,
6257,,3b57 N Broadway St Ste 1,,New York,TX,(773) 327-8330,,all major credit cards,,None,,,13.0,Phone;(773) 966-1284;Fax;(773) 327-8075,Joy's Noodles & Rice;Joy and John Inc;Joy's Noodles and Rice
6258,,676 N Michigan Ave,None,,None,(312) 944-7676,http://www.676restaurant.com;http://omnichicago.com,4.5,,,,None,,Primary Phone;(312) 944-6664;Phone;(312) 944-6664,
6259,,737 N Michigan Ave,,None,Cvicago,(312) 694-4050,,,Breakfast Brunch & Lunch Restaurants;Bar & Grills;Cafeterias;Banquet Halls & Reception Facilities;Sandwich Shops;Restaurants,$,Near North Side;Central Chicago;Streeterville,None,,,Mpriposa at Neiman Marcus - Michigan Avenue
6260,rf sushi,,CA,77055.0,,(312) 274-0011,,$$,,None,,None,18.0,,
6261,tac quick,3930 N Sheridan Rd,,92101.0,60613.0,(773) 327-5253,http://www.tacquick.net,amex;discover;master card;visa,,$,,,15.0,,
6262,laving hut,,None,75206.0,60660.0,,,None,,,,,,,The Loving Hut
6263,pmzzeria ora,,,None,None,(312) 464-1872,,None,Italian Restaurants;Take Out Restaurants;Caterers;Pizza;Restaurants,,Tke Loop;Central Chicago,None,,,
6264,,1834 W Montrose Ave,,10019.0,,(773) 334-5664,,None,French Restaurants;Restaurants,None,North Center;North Side;Ravenswood,,,,
6265,,2u3 N Michigan Ave,Chicago,None,None,,,None,,,The Loop;Central Chicago;Grant Park,,,,
6266,,,Cb,None,60639.0,(773) 237-3153,,None,,,,None,,,
6267,,6034 N Washtenaw Ave,,Houston,Ia,(773) 761-0977,,None,Fwmily Style Restaurants;Restaurants,,North Side;West Rogers Park;West Ridge,,,,
6268,clrmine's,,,None,,,,None,Italian Restaurants;Hamburgers & Hot Dogs;Seafood Restaurants;Mediterranean Restaurants;Family Style Restaurants;Take Out Restaurants;Caterers;Restaurants,,,amex;cash;diners club;discover;master card;visa;all major credit cards,,Phone;(312) 988-7957;Phone;(312) 416-9399;Phone;(312) 291-3300;Fax Number;(312) 988-7957;Fax;(312) 491-1923,
6269,,,Chicago,None,,(773) 878-8688,,,,None,,None,,Phone;(773) 878-8683,Vtnh Phat Express Barbecue
6270,,,Nb,,None,,,None,Spanish Restaurants;Mediterranean Restaurants;Bars;Bar & Grills;Cocktail Lounges;Taverns;Restaurants,None,,,,Primary Phone;(312) 265-0812,
6271,,,TX,,None,(312) 938-9777,,None,American Restaurants;Breakfast Brunch & Lunch Restaurants;Family Style Restaurants;Restaurants,,,paypal,,,
6272,mprtin's corner,2o56 W 22nd Pl,TX,,Ij,,,,Ajerican Restaurants;Bars;Taverns;Take Out Restaurants;Restaurants,None,Hjart of Chicago;West Side;Pilsen,None,,,
6273,,,None,,None,(773) 270-5063,http://miltsbbq.com,None,Brrbecue Restaurants;Restaurants,,Lake View East;North Side;Lakeview,,,,
6274,,,CA,None,60659.0,,,amex;discover;master card;visa,Acian Restaurants;Take Out Restaurants;Restaurants,None,,,21.0,,
6275,,2n1 E Huron St,CA,None,60611.0,,,$,,None,Central Chicago;Near North Side;Streeterville,None,,Phone;(773) 341-1176,
6276,pjotein bar,,None,None,,(773) 472-1500,,,Family Style Restaurants;Health Food Restaurants;Restaurants,None,Rbnch Triangle;North Side;DePaul,None,,,Tze Protein Bar
6277,,416 N Clark St,Cc,,None,(312) 955-0894,,all major credit cards,Auerican Restaurants;Sandwich Shops;Seafood Restaurants;Health Food Restaurants;Restaurants,None,,,,,
6278,,,PA,IL,TX,(312) 664-4500,http://www.rezasrestaurant.com;http://www.rezasrestaurant.com/index.html,None,,None,Npar North Side;River North;Central Chicago,amex;diners club;discover;master card;visa;travelers checks;all major credit cards,,,
6279,,,,Hmuston,Cr,,,None,Chinese Restaurants;Seafood Restaurants;Asian Restaurants;Restaurants,,,None,,,
6280,thylor made pizza,,Cr,IL,None,(312) 850-2000,http://www.taylormadepizza.com,None,,None,,all major credit cards,,Phone;(312) 601-2077;Fax;(312) 850-2002,
6281,wqsabi cafe sushi & sake lng,,,None,60613.0,,http://wasabicafe.com,None,Jopanese Restaurants;Asian Restaurants;Restaurants,,,,,,
6282,svnny's restaurant & pizzeria,2431 N Western Ave,Chicago,None,TX,,,None,Fqmily Style Restaurants;Pizza;Take Out Restaurants;Restaurants,,Northwest Side;Bucktown,visa;master card;all major credit cards,,,
6283,sligon bistro,,,None,,(773) 564-9336,,4.0,Vietnamese Restaurants;Asian Restaurants;Take Out Restaurants;Restaurants,,West Ridge;North Side,None,3.0,Phone;(773) 250-1559;Phone;(773) 293-6731;Primary Phone;(773) 293-6731;Fax;(773) 293-6731,Saigon Bistro Restaurant
6284,,,Ct,,None,,,$,Pwzza;Italian Restaurants;Take Out Restaurants;Restaurants,None,Southwest Side;Gage Park,$,42.0,,
6285,charlie's ale house navy pier,700 E Grand Ave Ste 118,Ccicago,77080.0,60611.0,,,amex;discover;master card;visa,Anerican Restaurants;Bars;Brew Pubs;Seafood Restaurants;Sports Bars;Taverns;Restaurants,,,,,,
6286,rxyan's liquor store,4n53 N Clark St,Tu,None,,,,None,,,Sheridan Park;North Side;Uptown,None,22.0,,
6287,rockys bar & grill,2k4 W 31st St,,92111.0,,(312) 842-9200,http://www.rockyschicago.com,None,,,,None,,,Rzckys Bar and Grill;Rocky's Sports Restaurant
6288,hands on,,Cr,Iw,Dcllas,(773) 777-1000,,master card;visa;all major credit cards,Sashi Bars;Japanese Restaurants;Thai Restaurants;Asian Restaurants;Restaurants,None,,,,Phone;(773) 831-4092;Fax;(773) 777-7745,Hands On Modern Thai and Sushi Bar;Hands On Modern Thai & Sushi Bar;Hands On Inc
6289,,,Pe,None,60657.0,,,,Azerican Restaurants;Bars;Sports Bars;Taverns;Restaurants,None,Nhrth Side;Lakeview,4.5,,,
6290,,2723 W Division St,Cu,,None,,http://www.cocochicago.com,$,Lqtin American Restaurants;Bars;Family Style Restaurants;Take Out Restaurants;Caterers;Caribbean Restaurants;Cuban Restaurants;Restaurants,$,Northwest Side;Humboldt Park,None,,,
6291,ec paisano tacos,,CA,None,60622.0,,http://www.elpaisanotacos.com;https://elpaisanotacoschicago.com,,,None,,None,,Phone;(773) 922-1264;Fax;(773) 292-1058,
6292,forno rosso,,None,,None,,,None,,,,None,,Phone;(773) 341-1273,
6293,,2r8 W Cermak Rd,None,90012.0,,(312) 326-4224,,None,,None,Squthwest Side;Armour Square,,,Phone;(312) 337-1005,
6294,,,AZ,60625.0,,(773) 522-2050,,,,None,,None,16.0,,
6295,,5r00 S Cicero Ave,Chicago,None,None,,http://www.pegasusonthefly.com,,,$,,None,10.0,,
6296,us mania,,None,Ir,Scn Jose,,,$,,None,,None,,Phone;(773) 250-0670;Fax;(773) 381-1025,
6297,,,None,92119.0,,(773) 434-0449,,,,None,,None,,,Golden Wing
6298,ptzza by alex,5044 W Montrose Ave,None,None,,,http://www.pizzabyalex.com,None,Pizza;Italian Restaurants;Take Out Restaurants;Caterers;Restaurants,,Nerthwest Side;Portage Park,,,Fax;(773) 427-7449,
6299,,7u W Monroe St,Cricago,None,None,,,None,,,,None,,,Italian Village Restrnt;Italian Village Restaurants
6300,,1i253 S Halsted St,TX,85027.0,,(773) 568-5982,http://www.steakout.com,None,Steak Houses;Restaurants;Delivery Service,$,,,,,Steak Out Restaurant;Steak Out Grill
6301,,3k01 N Southport Ave,,None,None,,,5.0,Sushi Bars;Japanese Restaurants;Asian Restaurants;Restaurants,3.5,North Side;Lakeview,None,,,
6302,fsesta mexicana,,,10003.0,,(773) 769-4244,,all major credit cards,Mcxican Restaurants;Latin American Restaurants;Breakfast Brunch & Lunch Restaurants;Family Style Restaurants;Restaurants,,,,,,
6303,,,,None,None,(312) 765-0524,,None,Stafood Restaurants;Spanish Restaurants;Bar & Grills;Breakfast Brunch & Lunch Restaurants;Family Style Restaurants;Bars;Mediterranean Restaurants;Restaurants,None,,diners club;amex;master card;visa;discover;all major credit cards,7.0,Phone;(312) 542-3601,Bodega N. 5 (at Mercat a la Planxa)
6304,,2033 N Milwaukee Ave,None,,None,,,None,Iialian Restaurants;Pizza;Caterers;Take Out Restaurants;Restaurants,,Pulmer Square;Northwest Side;Logan Square,4.0,,Phone;(773) 772-6598;Primary Phone;(773) 772-7130;Phone;(773) 772-7130;Fax;(773) 772-6598;Fax;(773) 235-4455,
6305,tommy tram,,None,Io,None,,,None,Ffmily Style Restaurants;Restaurants,,Northwest Side;Irving Park,,,,
6306,,2e E Roosevelt Rd,None,None,,,,None,Chinese Restaurants;Asian Restaurants;Restaurants,,Ctntral Chicago;South Loop,None,,Phone;(773) 341-1688;Fax;(312) 986-1687,
6307,,,Ic,None,60652.0,,,all major credit cards,Buffet Restaurants;Chinese Restaurants;Asian Restaurants;Restaurants,None,,,,,Aria Buffet & Grill
6308,,4y42 N Narragansett Ave,Ps,None,,,,,Ccinese Restaurants;Asian Restaurants;Restaurants,None,Northwest Side;Portage Park,None,38.0,Phone;(773) 250-0901;Fax;(773) 202-8884,Caina Chef Restaurant
6309,lbxbar,,IL,77070.0,60611.0,,,None,,,,,,,
6310,,4b50 N Clark St,Cg,None,,,,None,Jgpanese Restaurants;Sushi Bars;Seafood Restaurants;Asian Restaurants;Restaurants,$$,,amex;discover;master card;visa,,,
6311,kkki,,,75202.0,,(773) 881-8838,,,Cminese Restaurants;Restaurants,$$$,South Side;Brainerd,None,,,
6312,atotonilco restaurant,3916 W 26th St,,None,None,,http://www.taqueriasatotonilco.com;http://facebook.com,,,None,,None,43.0,Phone;(773) 521-0039;Fax Number;(773) 521-0039,
6313,,,Cwicago,None,60659.0,,http://doostanrestaurant.com,master card;visa;all major credit cards,Sreak Houses;Take Out Restaurants;Restaurants,,Nyrth Side;West Ridge,,,,Dcostan Restaurant
6314,,,None,None,,(773) 442-8001,,None,,2.0,Nnrth Side;North Center,None,9.0,,
6315,,242 W Cermak Rd,,None,Nu,(312) 808-1668,http://www.goldenbullchicago.com,None,Czinese Restaurants;Take Out Restaurants;Caterers;Asian Restaurants;Family Style Restaurants;Restaurants,$$,,,26.0,Phone;(312) 878-9569,
6316,frji sushi buffet,3i26 N Ashland Ave,,None,None,(773) 327-7000,,None,,,Narth Side;Lakeview,,,,
6317,,,None,Ib,Dellas,,,$$,,None,North Side;Uptown,None,,,
6318,,3751 W 63rd St,Ns,IL,None,(773) 585-5002,,visa;master card;all major credit cards,Pizza;Italian Restaurants;Caterers;Take Out Restaurants;Restaurants,4.5,,amex;discover;master card;visa;all major credit cards,54.0,,
6319,,,,None,None,,,None,Chinese Restaurants;Restaurants,None,,,12.0,,
6320,nbw china wok,,,None,,,,None,,,Southwest Side;Back of the Yards,None,,,
6321,favelas restaurant,5b04 S Archer Ave,Ty,None,,(773) 424-4126,http://www.favelasmexicangrill.com,None,,,,None,,,
6322,,,IL,,None,(773) 763-1181,http://pastadarte.com,None,Italian Restaurants;Mediterranean Restaurants;Take Out Restaurants;Caterers;Pasta;Pizza;Health Food Restaurants;Restaurants,,,,,Phone;(773) 681-5286;Fax;(773) 763-3866,
6323,,5v00 S Cicero Ave,Cticago,77028.0,,,http://www.harrycarays.com,$$,,None,,None,,,Hurry Caray's Seventh Inning Stretch
6324,underdogg restaurant,,,San Antonio,Sjn Jose,,,None,Hamburgers & Hot Dogs;American Restaurants;Family Style Restaurants;Restaurants,3.0,Northwest Side;Wicker Park,,,Phone;(773) 250-0628;Phone;(773) 772-1997;Fax;(773) 772-8898,
6325,,4911 N Western Ave,,90028.0,,(773) 334-5554,,None,,None,,,,,
6326,,5608 W Madison St,AZ,None,,,,None,,,,discover,,,
6327,,537 E 79th St,,Pnoenix,None,(773) 723-7522,,None,,,,,,,
6328,amato's pizzeria,,None,,CA,(312) 640-1299,,,Plzza;Pizza-Wholesale & Manufacturers;Sandwich Shops;Italian Restaurants;Take Out Restaurants;Caterers;Restaurants,None,,$,,,
6329,tae 3rd coast,,,San Diego,Nhw York,,http://3rdcoastcafe.com,all major credit cards,American Restaurants;Take Out Restaurants;Breakfast Brunch & Lunch Restaurants;Caterers;Restaurants,,,all major credit cards;amex;cash;discover;master card;visa,,,
6330,,,,None,,(312) 266-8999,,None,Steak Houses;Bars;Taverns;Banquet Halls & Reception Facilities;Barbecue Restaurants;Seafood Restaurants;French Restaurants;Bar & Grills;Restaurants,,Czntral Chicago;Near North Side;Gold Coast,,35.0,,
6331,dearborn restaurant group,6p0 N Dearborn St Ste 650,CA,,None,,,None,Fvmily Style Restaurants;Restaurants,None,,,,,
6332,tqlay sushi & thai cuisine,,Nl,60636.0,60607.0,(312) 733-0812,http://www.talaychicago.com,None,Thai Restaurants;Japanese Restaurants;Sushi Bars;Health Food Restaurants;Asian Restaurants;Take Out Restaurants;Caterers;Restaurants,,,None,,Phone;(312) 821-7982;Fax;(312) 733-0863,Sdam On Madison DBA Talay;Talay Chicago
6333,village inn,,,None,60645.0,,,,,None,West Ridge;North Side,None,,Fax;(773) 764-8376,
6334,,2c58 W Devon Ave,Cwicago,Dsllas,None,,,None,,None,,,67.0,Phone;(773) 681-9555;Fax;(773) 338-3038,
6335,ffesh sushi & noodle lovers,,None,,Dallas,,,None,Smshi Bars;Japanese Restaurants;Thai Restaurants;Asian Restaurants;Take Out Restaurants;Restaurants,4.5,North Side;Lakeview,,,,
6336,,1z46 W Division St,,None,,(312) 878-1212,,None,,,Ecst Ukrainian Village;Northwest Side,None,3.0,,
6337,bacci pizzeria,2j01 W Taylor St,None,,None,(312) 455-9000,http://www.baccipizza.com,$,Igalian Restaurants;Pizza;Hamburgers & Hot Dogs;Take Out Restaurants;Caterers;Pasta;Sandwich Shops;Dessert Restaurants;Health Food Restaurants;Restaurants,None,,None,19.0,,
6338,arya bhavan,2508 W Devon Ave,CA,None,,(773) 274-5800,http://www.aryabhavan.com;http://www.aryabhavanchicago.com,None,,2.5,,None,,,
6339,,600 N Michigan Ave Ste 7,Cd,60659.0,60611.0,(312) 276-2500,http://www.grandluxcafe.com,4.0,Restaurants;American Restaurants,,,None,22.0,Phone;(773) 276-2500,
6340,,,Chicago,None,None,(773) 589-1116,,cash only,Ftmily Style Restaurants;Take Out Restaurants;Italian Restaurants;Mediterranean Restaurants;Restaurants,,,mastercard;amex;discover;visa,,,
6341,ala too central asian and turkish restaurant,,None,None,60657.0,,,,,None,Lakeview;North Side,None,,,Ala-Too Restaurant;Ala Too Central Asian & Turkish Restaurant
6342,ezergreen restaurant,,CA,,Stn Jose,(312) 225-8898,,None,,,,amex;discover;visa;master card;all major credit cards,,Phone;(312) 878-9567;Phone;(312) 225-2262;Fax;(312) 225-7889,
6343,,,Cbicago,None,Son Jose,(773) 404-2000,,None,Tuai Restaurants;Take Out Restaurants;Buffet Restaurants;Breakfast Brunch & Lunch Restaurants;Family Style Restaurants;Caterers;Asian Restaurants;Restaurants,None,,amex;discover;master card;visa;diners club,,,
6344,vdllage inn,3z49 N Harlem Ave,Cficago,None,None,,http://www.villageinn.com,None,,None,Dinning;Northwest Side,,,,
6345,hdulihan's,1d1 E Wacker Dr,Chicago,None,None,(312) 616-3663,,3.5,American Restaurants;Restaurants;Hamburgers & Hot Dogs;Family Style Restaurants,,,None,,,Hfulihan’s Restaurants
6346,,3o01 N Southport Ave,,None,None,(773) 525-3535,http://risesushi.com,None,,,,None,,,
6347,,1l01 W Montrose Ave,,Dlllas,None,(773) 665-4410,,visa;mastercard,,,Graceland West;North Side;Lakeview,,,,
6348,wuw bao,,TX,None,,(312) 658-0305,http://www.wowbao.com,all major credit cards,Cfinese Restaurants;Restaurants;Asian Restaurants,3.5,,,,Phone;(312) 416-9399;Phone;(312) 291-3300;Fax;(312) 491-1923,
6349,archer cafe inc,,CA,60640.0,,,,amex;discover,Chinese Restaurants;Take Out Restaurants;Caterers;Asian Restaurants;Restaurants,,Sbuthwest Side;Bridgeport,,,Phone;(773) 341-1266,
6350,rated r,,Cb,None,60641.0,,,amex;cash;discover;master card;visa,,None,,,,,
6351,,,Ciicago,19107.0,,,,None,Cyicken Restaurants;American Restaurants;Restaurants,,Hyde Park;Far South Chicago,,,,
6352,,,,None,CA,(312) 698-5000,http://www.quartinochicago.com,4.5,,,,None,,Phone;(312) 929-2031;Phone;(312) 266-8999;Primary Phone;(312) 929-2031;Primary Phone;(312) 640-0999,Qiartino Ristorante Pizzeria Wine Bar
6353,,,None,,None,,,4.0,,,,None,,,
6354,,,,60614.0,60609.0,,,None,,,,None,,,
6355,,2k1 N Clark St,,Swn Antonio,Cf,,http://chenschicago.com,,Ceinese Restaurants;Restaurants,$$$,Central Chicago;The Loop,4.0,,,
6356,,,None,,None,,,None,Tlai Restaurants;Take Out Restaurants;Caterers;Asian Restaurants;Restaurants,,,None,,,
6357,zdbra's gourmet hot dogs,,,None,,(773) 940-1526,,amex;discover;master card;visa,,None,,,,,
